0	1
1000000000	77277
2000000000	131073
3000000000	139265
4000000000	155649
5000000000	212993
6000000000	212993
7000000000	262145
8000000000	262145
9000000000	262145
10000000000	262145
11000000000	263119
12000000000	278529
13000000000	291995
14000000000	294913
15000000000	298603
16000000000	311297
17000000000	320295
18000000000	364545
19000000000	376833
20000000000	425985
21000000000	425985
22000000000	425985
23000000000	425985
24000000000	425985
25000000000	475137
26000000000	499713
27000000000	524289
28000000000	524289
29000000000	524289
30000000000	524289
31000000000	524289
32000000000	524289
33000000000	524289
34000000000	524289
35000000000	524289
36000000000	524289
37000000000	524289
38000000000	524289
39000000000	524289
40000000000	524289
41000000000	524289
42000000000	524289
43000000000	524289
44000000000	529091
45000000000	540673
46000000000	547819
47000000000	557057
48000000000	557057
49000000000	562011
50000000000	571585
51000000000	577547
52000000000	586443
53000000000	589825
54000000000	589825
55000000000	589825
56000000000	589825
57000000000	589825
58000000000	589825
59000000000	590829
60000000000	599143
61000000000	606209
62000000000	613057
63000000000	620581
64000000000	622593
65000000000	623611
66000000000	630803
67000000000	638633
68000000000	643073
69000000000	649897
70000000000	679937
71000000000	704513
72000000000	753665
73000000000	753665
74000000000	753665
75000000000	753665
76000000000	753665
77000000000	802817
78000000000	815105
79000000000	851969
80000000000	851969
81000000000	851969
82000000000	851969
83000000000	851969
84000000000	851969
85000000000	851969
86000000000	851969
87000000000	851969
88000000000	851969
89000000000	851969
90000000000	851969
91000000000	851969
92000000000	851969
93000000000	851969
94000000000	851969
95000000000	851969
96000000000	871937
97000000000	901121
98000000000	937985
99000000000	950273
100000000000	950273
101000000000	950273
102000000000	950273
103000000000	999425
104000000000	999425
105000000000	1048577
106000000000	1048577
107000000000	1048577
108000000000	1048577
109000000000	1048577
110000000000	1048577
111000000000	1048577
112000000000	1048577
113000000000	1048577
114000000000	1048577
115000000000	1048577
116000000000	1048577
117000000000	1048577
118000000000	1048577
119000000000	1048577
120000000000	1048577
121000000000	1048577
122000000000	1048577
123000000000	1048577
124000000000	1048577
125000000000	1048577
126000000000	1048577
127000000000	1048577
128000000000	1048577
129000000000	1048577
130000000000	1048577
131000000000	1048577
132000000000	1048577
133000000000	1048577
134000000000	1048577
135000000000	1048577
136000000000	1048577
137000000000	1048577
138000000000	1048577
139000000000	1048577
140000000000	1048577
141000000000	1048577
142000000000	1048577
143000000000	1048577
144000000000	1048577
145000000000	1048577
146000000000	1048577
147000000000	1048577
148000000000	1048577
149000000000	1048577
150000000000	1048577
151000000000	1048577
152000000000	1048577
153000000000	1048577
154000000000	1048577
155000000000	1048577
156000000000	1048577
157000000000	1048577
158000000000	1048577
159000000000	1048577
160000000000	1048577
161000000000	1048577
162000000000	1048577
163000000000	1048577
164000000000	1048577
165000000000	1048577
166000000000	1048577
167000000000	1048577
168000000000	1048577
169000000000	1048577
170000000000	1048577
171000000000	1048577
172000000000	1048577
173000000000	1048577
174000000000	1049601
175000000000	1056697
176000000000	1062913
177000000000	1067009
178000000000	1073153
179000000000	1079523
180000000000	1081345
181000000000	1081881
182000000000	1088235
183000000000	1093827
184000000000	1097729
185000000000	1103605
186000000000	1109053
187000000000	1114113
188000000000	1114113
189000000000	1114113
190000000000	1114113
191000000000	1114113
192000000000	1114113
193000000000	1114113
194000000000	1117545
195000000000	1122661
196000000000	1128301
197000000000	1131629
198000000000	1137099
199000000000	1142073
200000000000	1146881
201000000000	1146881
202000000000	1149305
203000000000	1154541
204000000000	1159169
205000000000	1163265
206000000000	1167361
207000000000	1171871
208000000000	1176805
209000000000	1179649
210000000000	1179649
211000000000	1179649
212000000000	1179649
213000000000	1179649
214000000000	1179649
215000000000	1179649
216000000000	1179649
217000000000	1179649
218000000000	1179649
219000000000	1179649
220000000000	1179649
221000000000	1179649
222000000000	1179649
223000000000	1179649
224000000000	1179649
225000000000	1179649
226000000000	1179649
227000000000	1179649
228000000000	1179649
229000000000	1179649
230000000000	1179649
231000000000	1179649
232000000000	1179649
233000000000	1179649
234000000000	1179649
235000000000	1181243
236000000000	1186039
237000000000	1190421
238000000000	1195133
239000000000	1197961
240000000000	1202565
241000000000	1206779
242000000000	1211315
243000000000	1212417
244000000000	1212949
245000000000	1217423
246000000000	1221493
247000000000	1225873
248000000000	1228801
249000000000	1232897
250000000000	1236993
251000000000	1241083
252000000000	1245185
253000000000	1245185
254000000000	1245185
255000000000	1245185
256000000000	1245185
257000000000	1245185
258000000000	1245185
259000000000	1247195
260000000000	1251329
261000000000	1255117
262000000000	1259193
263000000000	1261615
264000000000	1265665
265000000000	1269733
266000000000	1273367
267000000000	1277295
268000000000	1277953
269000000000	1278717
270000000000	1282599
271000000000	1286145
272000000000	1290073
273000000000	1293869
274000000000	1296153
275000000000	1299905
276000000000	1303335
277000000000	1307035
278000000000	1316865
279000000000	1359873
280000000000	1384449
281000000000	1409025
282000000000	1409025
283000000000	1409025
284000000000	1409025
285000000000	1445889
286000000000	1458177
287000000000	1507329
288000000000	1507329
289000000000	1507329
290000000000	1507329
291000000000	1507329
292000000000	1507329
293000000000	1507329
294000000000	1507329
295000000000	1507329
296000000000	1507329
297000000000	1507329
298000000000	1507329
299000000000	1507329
300000000000	1507329
301000000000	1507329
302000000000	1507329
303000000000	1507329
304000000000	1507329
305000000000	1556481
306000000000	1581057
307000000000	1605633
308000000000	1605633
309000000000	1605633
310000000000	1605633
311000000000	1630209
312000000000	1654785
313000000000	1703937
314000000000	1703937
315000000000	1703937
316000000000	1703937
317000000000	1703937
318000000000	1703937
319000000000	1703937
320000000000	1703937
321000000000	1703937
322000000000	1703937
323000000000	1703937
324000000000	1703937
325000000000	1703937
326000000000	1703937
327000000000	1703937
328000000000	1703937
